PESSOA;IDADE;RENDIMENTO_ANUAL;SITUACAO_PROPRIEDADE;ANOS_TRABALHADOS;EMPRESTIMO;MOTIVO_EMPRESTIMO;PONTUACAO;VALOR_EMPRESTIMO;JUROS;POSSIB_INADIMPLENCIA;EMPRESTIMO_PERC_RENDA_ANUAL;SOLICITACAO;INADIMPLENTE;ANOS_PRIMEIRO_CREDITO
8KeGO6EQ-UR0v;22;60000;Hipotecada;1.0;IjSaKA1Y-bRdJ;Pessoal;C;7500;11.66;0;0.13;MGWzaKHZ-RIrp;0;4
0yoNIy1E-lEtD;22;44700;Alugada;0.0;wBuQhU8M-hKC5;Educativo;C;4000;13.99;0;0.09;oZYQGc4T-tbHE;0;3
zGfE1KMG-F9nX;24;75000;Hipotecada;5.0;QKojahgJ-w3Qg;Melhora do lar;A;12000;5.99;0;0.16;sFzNTzwK-KoYW;0;4
5ALuWP9f-chj0;26;33800;Alugada;4.0;j5K7bAhC-oM5F;Pessoal;C;13000;13.57;1;0.38;nyNt5gSr-osNP;1;2
nYSkEtSC-7PLs;25;26400;Hipotecada;5.0;WaqMTcbq-Mmss;Médico;C;5975;12.99;0;0.23;rz3FQQF2-9fbD;1;4
cxQZY7B6-qy8k;23;90000;Hipotecada;1.0;oKNWmmAD-ytpF;Educativo;B;12000;12.18;0;0.13;YuQuUw6n-SW1z;0;4
WwXmM553-qv8j;27;231252;Hipotecada;1.0;Bd30tzaU-4WiL;Pessoal;B;2000;9.91;0;0.01;e6Y558I7-OnH8;0;10
BRvT9jO6-Xg9J;41;30000;Alugada;3.0;nwJlP2iK-BuLI;Médico;A;8875;5.42;0;0.3;bmyE5hlO-mNkj;0;15
cRepwPfT-IMkp;29;28550;Alugada;6.0;tR0QAMif-Egn2;Pagamento de débitos;B;4000;10.59;0;0.14;l1X0WhR1-kcIQ;0;10
Q1yjYAbv-tJTr;26;50004;Hipotecada;10.0;09zzdKcc-XTvp;Educativo;A;5000;9.32;0;0.1;6Cl0rPHM-jYQc;0;2
LdNy8mJG-35PW;31;80000;Hipotecada;5.0;bTcwcK8I-OOfa;Pessoal;A;6000;7.4;0;0.07;1NnwdFr9-DRv4;0;9
2deqBlvq-3Lts;22;57500;Alugada;1.0;JbYvh7pO-ysiE;Pagamento de débitos;B;9100;11.49;0;0.16;4X45OJPq-W3fT;0;4
ZLtaClY6-T3E0;23;189996;Própria;0.0;11oHmmbG-800k;Pessoal;B;24000;11.83;0;0.13;ggq80zsE-8EtG;0;3
dobhcet5-tSeS;22;41838;Alugada;0.0;F7WuKkEY-wNpT;Pessoal;D;6600;16.89;1;0.16;0qfLH0gg-A25N;0;3
gdtm89FR-PU3P;28;34000;Hipotecada;12.0;uPyAEuZ4-vuGy;Médico;D;3500;15.58;1;0.1;oULnMbQ3-BMWe;0;6
t2JUONtI-aTti;32;75000;Alugada;3.0;srnPGbXm-ji7T;Empreendimento;D;12800;14.74;0;0.17;Ti44siAT-W5Q4;1;9
zqKUuaH9-WBUo;23;100000;Hipotecada;7.0;NqYCfDIB-savZ;Pessoal;D;35000;16.77;0;0.35;GJ8ycxSi-pIhw;0;3
PK9XSow2-DIYk;24;49344;Hipotecada;6.0;MpojQMrZ-8O97;Pagamento de débitos;B;8500;9.99;0;0.17;SAs3n4Mr-jhFK;0;4
4XuYZ0Bn-sQfQ;22;32004;Hipotecada;6.0;nOjIgi8v-6s5U;Educativo;A;10000;7.51;0;0.31;B2ASUSDI-7sD0;0;2
yT2bXTxw-cTJ5;22;60000;Alugada;3.0;UAJSpHTw-71mR;Pessoal;B;6500;9.25;0;0.11;8Uy5Hfh9-OoJ7;0;2
20qzekPx-OU9z;25;115000;Hipotecada;4.0;jSQIsB9J-Dgc0;Empreendimento;C;25000;12.53;0;0.22;330Nrf9d-gplj;1;4
n4uoCAoP-aYyS;26;44000;Alugada;0.0;DON1zp6E-5te4;Melhora do lar;A;3000;7.49;1;0.07;gagbJAFc-O7bv;0;4
xLDjjE9w-8PKf;27;44000;Alugada;12.0;8P9I9g5X-4Dbt;Médico;D;10000;16.77;0;0.23;TRnKg5FR-TPik;0;9
HDdJccuS-rQmE;29;56200;Alugada;0.0;FeCgSvYn-ovmJ;Educativo;E;7725;13.75;1;0.14;H25i9a6M-Fs6k;0;6
AtehsKyP-PUm4;22;60000;Hipotecada;5.0;bsNl0h5j-tZSj;Pagamento de débitos;C;12500;13.11;0;0.21;tE2Y1Xqy-uP4i;1;2
TnYeEavn-ouSE;26;97700;Hipotecada;1.0;xvYEG3E8-GkeJ;Pagamento de débitos;A;10400;9.32;0;0.11;FIwDFUtz-W1nv;0;3
lim7E2Fz-59fR;21;35000;Alugada;3.0;ZzjoGfqw-KJdD;Médico;B;6400;12.69;0;0.18;nibmdHCU-BC2B;0;4
TwEKdNKB-gG5x;22;30000;Alugada;7.0;xOLNd7Fe-1vMl;Médico;A;7200;8.9;1;0.24;Q5Zufo0D-ddlA;0;2
AfKgg2r3-iLHm;32;74000;Hipotecada;5.0;it0ElWXG-Ujxc;Empreendimento;B;15000;11.11;0;0.2;odpxuIlx-pA54;0;9
Qw4cwqsi-8MXq;23;35520;Alugada;3.0;c0HreqfD-oc8D;Educativo;C;5000;13.57;0;0.14;pRY8lZon-rW8G;0;3
e87mlTNz-m9Ja;27;68000;Hipotecada;0.0;CX9ojy0b-P4wE;Melhora do lar;C;3000;14.65;0;0.04;hNIERT7g-12YP;1;10
ZoQ7vGKY-RDO3;24;52000;Alugada;8.0;pNBTDqcc-N1lw;Educativo;C;8000;13.99;1;0.15;bYMvEDW8-TFRJ;1;2
P2G0wswJ-sLLh;25;120775;Própria;9.0;yed0goTv-jzZz;Educativo;C;15000;13.11;0;0.12;ZbPbZNG3-qQeU;0;4
FDDerzkL-Sy19;35;36000;Própria;3.0;rZF61h2h-ESLG;Empreendimento;B;8000;12.53;0;0.22;7D3BOZZj-ZXKh;0;10
Mfw2vK2Y-u3g6;23;78000;Alugada;3.0;MSSvyfbG-989N;Empreendimento;B;20000;11.58;0;0.26;3Kwo73dZ-Mi6m;0;3
UbKK9aIq-mpJ0;27;40000;Alugada;4.0;hlbIZzZ6-3CJv;Educativo;C;6000;12.73;0;0.15;emk0HI59-OJzi;0;10
9wlJOeGT-StHM;31;100000;Hipotecada;11.0;7uKsvPu2-fNjw;Melhora do lar;A;8000;6.99;0;0.08;deRxi7Q1-ng8X;0;7
CderQRfw-5XfF;35;82000;Hipotecada;3.0;aA62eSti-Wxf8;Pessoal;A;18800;7.51;0;0.23;aA4hqxgN-6agO;0;10
yqCwFzt6-2D1d;23;60000;Alugada;1.0;jN5rmHM1-nvHn;Empreendimento;B;8000;12.21;0;0.13;OZ123hcq-a3sP;0;4
Pyn7jRyj-nWKZ;36;68400;Hipotecada;5.0;n4QBGtvI-tYrj;Educativo;C;7000;13.48;1;0.1;MHE2PDcK-0nCb;1;11
FX2jpfr5-1egW;24;44000;Alugada;1.0;hrasDBFH-fYKo;Médico;A;3200;8.0;0;0.07;5vvIPFjy-AHxw;0;2
fG8dDGFy-ftmU;31;30000;Alugada;1.0;ajxJSClr-dZjF;Pessoal;C;10000;13.48;1;0.33;YK5OXFbB-BBpF;0;8
AOJl6xRy-2msg;27;50000;Hipotecada;0.0;a22e3nOe-Sajz;Médico;A;12000;6.62;0;0.24;5yOkdSPK-qG38;0;9
jtcaYitR-xqFG;37;27036;Alugada;2.0;FIRPMx3P-bGAT;Empreendimento;B;5000;11.49;0;0.18;dS6biv64-9jeL;0;11
K1GW8fqr-CKwx;26;32500;Hipotecada;0.0;sZXDBdmK-x5Nc;Melhora do lar;A;3500;8.59;0;0.11;v4bIJncn-jgPj;0;2
jCfEO8NI-4xJK;26;238000;Hipotecada;2.0;TnvI2kAr-XWoU;Educativo;B;25000;9.25;1;0.11;wfBvBpxw-SWcH;0;4
MYD5jks5-MHTO;22;65000;Alugada;4.0;ltmRJ2q1-Z893;Educativo;D;34000;17.58;1;0.52;dy7deEiX-haoS;0;4
YUZ5mI8c-TCNd;22;70000;Hipotecada;6.0;ZdLSrmNN-WLhW;Educativo;A;9750;8.49;0;0.14;TpbUENeu-I5cC;0;4
YlDcZbjl-vZba;43;58000;Hipotecada;4.0;OOhopgFW-RSTL;Educativo;C;9000;13.22;0;0.16;93RlggRe-294h;1;14
Wwj8Mg9C-LyD9;23;50000;Hipotecada;3.0;GQPz9ywj-1luE;Educativo;A;10000;6.03;0;0.2;p3nlkgLJ-uDyJ;0;4
SHDJlXE9-WU7y;26;68000;Própria;6.0;UYfqmOyZ-tumk;Pessoal;C;21000;13.92;0;0.31;1gL8a0ws-EgsA;0;4
SJDMxh6S-CKpC;22;34000;Alugada;0.0;W0TTMFMK-LAtr;Pagamento de débitos;C;3500;14.27;0;0.1;Td0WAIIQ-W8lw;1;3
U4yXbtuH-DEUN;23;57500;Alugada;5.0;Nk8e4vs3-AYhe;Educativo;A;9000;6.91;0;0.16;xGFF4bUq-Sy8e;0;2
s0vzY4NT-SDrr;24;48000;Própria;8.0;oojM7BWn-tbMB;Pessoal;A;1300;9.07;0;0.03;rq7yIpMi-vUpl;0;4
yijx0SaU-Uzke;23;42000;Própria;0.0;LfrAjf0n-baBN;Pessoal;A;6000;5.42;0;0.14;Ht956sg7-c7zl;0;2
dvhGnear-66fg;36;145000;Hipotecada;4.0;W9NpHQLD-ThkL;Pagamento de débitos;B;5000;9.62;0;0.03;gicn7DX9-UOtz;0;12
dThOkoBi-lmu9;33;90000;Hipotecada;5.0;xubuILiL-1RtB;Empreendimento;A;4200;8.94;0;0.05;wwLJhpv5-TkHo;0;5
HkgRSSFT-ct3t;41;91000;Hipotecada;13.0;qtFNz3Hm-Ijep;Empreendimento;B;2400;10.74;0;0.03;pEgatSIW-f20S;0;16
WvzOfewI-ZHrG;25;90000;Hipotecada;9.0;JThmLB17-OfrZ;Empreendimento;A;7750;7.51;0;0.09;nL28yfln-dDuJ;0;3
exkRq7ic-167L;23;45000;Alugada;2.0;3qNcyw9n-mvTW;Educativo;B;9600;10.25;0;0.21;EveJkNqk-oNXY;0;2
DYMCwJ0x-NvuU;30;36000;Alugada;3.0;ldaWvgbI-4GX1;Pessoal;B;8000;11.36;0;0.22;vbDpZoUy-vNKv;0;8
XehmliTd-h07e;23;81000;Hipotecada;8.0;TM5EWGK3-dr18;Pessoal;B;10000;8.88;0;0.12;4HStdfK3-E8gh;0;4
YRDl8sMa-c78g;22;66000;Alugada;3.0;9jUfZbRw-Ezba;Pagamento de débitos;D;20000;14.42;1;0.3;rRY6aYws-GC69;0;2
RN26qLh4-n3n6;23;45000;Hipotecada;4.0;ceBlDHKC-Bzgn;Educativo;C;14500;13.48;0;0.32;HOrhJL4x-ePZZ;1;2
oiqjo4kK-2ieZ;26;58000;Alugada;10.0;npEeneRK-zG8l;Educativo;C;9600;13.99;0;0.17;r8GH3oaq-pSQp;1;4
RhyijGbu-XXrg;37;25000;Alugada;0.0;ks2tRP1J-2MbF;Empreendimento;D;2775;15.65;1;0.11;0GRN4Soj-DwrO;1;14
QBvxUYkn-Meyo;24;50000;Hipotecada;7.0;IMzPPAYO-EEdm;Empreendimento;B;7500;11.71;0;0.15;MImqLDK7-m3Uv;0;4
mL5zkIUm-AUxi;22;30000;Própria;0.0;yQGYa5KX-gYZG;Educativo;B;2500;12.53;0;0.08;Xb9mWT0a-dyat;0;2
ZkTkwUJL-14qc;30;110000;Hipotecada;4.0;Zxvl3If7-0Mwd;Médico;B;12000;10.74;0;0.11;2kI8qOLj-D4cU;0;8
MzyTIesu-NYlJ;22;42000;Alugada;2.0;GKGbPEFo-xQMI;Pagamento de débitos;B;4500;11.49;0;0.11;iE8CXNGP-0rGJ;0;4
ohAEO99s-i8s1;29;98736;Própria;13.0;yI4n3dQq-30Fq;Empreendimento;B;9000;11.89;0;0.09;osBbhf1S-zOHO;0;6
ZUZRAbII-uPI5;35;57996;Alugada;0.0;aLOD8uKe-wauq;Melhora do lar;C;6000;13.57;0;0.1;db1bmvUO-Ihz1;1;8
5EK5G34w-GMlO;22;80000;Alugada;3.0;xdkU5stS-BeEr;Empreendimento;E;8000;18.39;0;0.1;hsACMcoS-rLwl;1;3
aJCQ5hY4-MiS6;22;104000;Alugada;3.0;q0bvJBPd-qrJN;Médico;C;15900;13.49;0;0.15;uBExJeBT-hicI;0;2
vX1YNB5l-t3Ck;31;111000;Hipotecada;3.0;ez3kYm85-1UnZ;Pessoal;A;5150;6.62;0;0.05;UyE0z1EZ-8Kd6;0;7
qh4GBaHo-nCri;21;31200;Alugada;1.0;YQOlZ2vp-DAGy;Pagamento de débitos;D;6000;16.89;1;0.19;u1wLbeMz-xU2r;0;3
rOoKGiGE-6Hhc;29;47000;Hipotecada;1.0;2lROXTyK-mamK;Pagamento de débitos;B;5000;9.76;0;0.11;XypN0lCI-owkl;0;10
PbGwygUj-HL1f;35;20800;Própria;2.0;pGHejuXg-tnm9;Médico;B;7000;10.62;0;0.34;L08eskYo-HYqn;0;8
9rOwdewg-dscR;22;22292;Alugada;5.0;tAECKApG-BwoQ;Pagamento de débitos;D;3500;16.49;1;0.16;J3Hcv8DE-ZaPY;0;3
KsWqFIZG-iImI;23;28000;Hipotecada;2.0;rMMGTIf8-IasW;Empreendimento;B;8400;10.99;0;0.3;5ARIC8DG-5KNm;0;2
yzTQxtwy-Zh8T;28;120000;Própria;7.0;p1aCX9pf-NIaN;Empreendimento;B;5000;10.65;0;0.04;71eQPeN0-BiEB;0;6
dKI5MG8L-sLaY;36;33481;Alugada;9.0;LnWfJaZS-NoXq;Médico;E;13475;15.68;1;0.4;h2YkEwPE-ozu3;1;15
BZ1U4uKk-Z2DO;22;101000;Alugada;0.0;QbWyXU2x-Fyeh;Educativo;A;1475;5.79;0;0.01;N2nYHpTe-IN9k;0;3
phZnsKAy-t2Ae;31;72000;Hipotecada;7.0;abORUnD0-TjBD;Empreendimento;A;5000;6.92;0;0.07;2gMXoEMj-FaQ6;0;10
xeZAfX8v-p4TI;27;120000;Hipotecada;5.0;GkW9rM35-AgZA;Melhora do lar;D;25000;15.95;0;0.21;TCf8XILw-Yxyr;0;9
7JFu4ijl-sMlb;24;72800;Hipotecada;0.0;HswhvcCM-vrKx;Melhora do lar;B;2300;10.62;0;0.03;HDfEJNHD-682H;0;4
TEJF0E5q-sTh0;25;85000;Hipotecada;9.0;MR4E3NiB-ZTgv;Médico;A;4000;7.88;0;0.05;pyZ0Ye2G-GvLU;0;3
gYvECsL4-y8dQ;25;30000;Alugada;4.0;KehKEMy2-cevQ;Médico;A;7000;7.74;0;0.23;SUXp3o2k-wMwc;0;2
sZ9T9eTY-BjsM;24;74800;Alugada;4.0;sZYZPB18-p1n7;Médico;E;14000;16.45;1;0.16;LtvScYFi-Lehf;0;2
8Z0pdbTJ-351H;23;40000;Alugada;3.0;qREsWvdr-degf;Empreendimento;B;1000;10.62;0;0.03;XU9kns9U-Lj2S;0;4
g3chevBY-b4mh;24;120000;Alugada;1.0;7Mo3Rwtz-TusQ;Empreendimento;B;24000;12.69;0;0.2;3Z8Bu0Uh-Skfr;0;4
xXL4glwE-6oap;24;30000;Alugada;2.0;uE17c1o2-r8QP;Pagamento de débitos;A;2000;7.66;0;0.07;2t6tbr11-nwGO;0;3
kI0Skd4w-U6Mx;33;42804;Alugada;17.0;khhY9OmR-cwYG;Educativo;C;4000;12.73;1;0.09;dFvvW4qk-G0IO;1;7
w1pW3mYx-5smS;25;55784;Alugada;2.0;Ugit5cSh-FxWC;Pagamento de débitos;C;18500;13.61;1;0.33;PUtZ7hym-wfII;0;3
52LLoJWe-9XPh;22;100000;Hipotecada;6.0;TX0QbNHH-gSu0;Educativo;A;15000;7.49;0;0.15;XXmAmw3y-zWip;0;2
TZ6chalR-RhTX;22;84996;Outros;3.0;zQIqW43u-Dt7r;Pagamento de débitos;B;15000;11.48;0;0.18;R25KLSFd-Nol9;0;2
DpMplhiE-Q6iW;22;78700;Alugada;6.0;CvYyYtIn-NlJF;Educativo;C;14000;13.48;0;0.18;APErarMP-XepD;0;4
TwQoTuEw-QrzI;22;36000;Hipotecada;1.0;KEiOtmyz-eLli;Educativo;A;6000;7.51;0;0.17;26RB49YZ-NbfB;0;4
81pE6yus-ycpx;23;30000;Alugada;3.0;kNxid6gP-dm04;Médico;D;3000;15.2;1;0.1;qcGmu0Sl-2GmQ;1;2
Sx8dQ8Og-44E6;21;33600;Alugada;2.0;aKtX3f6w-bMUu;Médico;B;12000;11.12;1;0.36;rQjmNmRW-mGsB;0;3
EdSzOUmx-yoxw;30;86706;Hipotecada;6.0;q7WEk1UL-JKs8;Médico;A;8500;6.62;0;0.1;EhMhB4EL-NLuN;0;10
HHZc50qm-jZNs;23;54000;Alugada;3.0;1IHvhqId-OKII;Pagamento de débitos;A;6250;6.99;0;0.12;04T0kWta-Fwki;0;3
pIZiA2Bo-16kq;28;64000;Alugada;13.0;LlPg38M8-M483;Médico;B;7000;10.59;0;0.11;x5bYpXbo-7Ke8;0;6
MaesJTL4-dGWv;27;90000;Hipotecada;0.0;uELhtzvM-CMLa;Médico;A;10000;7.14;0;0.11;Agef54Lg-wW2D;0;10
ix7gYYSW-uwl0;24;30852;Alugada;4.0;lm1jbUXZ-PxRg;Médico;A;11200;5.79;1;0.36;EtwtROhh-gNZh;0;4
q4sefyBn-JwCC;25;35000;Alugada;1.0;IT3EoMHO-iB6v;Médico;B;1500;10.0;0;0.04;Nu1qNdSQ-EQiT;0;4
j38n6E7v-cBqd;25;115000;Hipotecada;9.0;q9X6ipUo-W4vf;Médico;C;19000;13.49;0;0.17;vg0flaWd-aDDw;1;3
jNNL0XxD-kvlU;35;90000;Alugada;3.0;cKqj7onL-5oS8;Pagamento de débitos;B;11000;11.99;0;0.12;DBZcGBke-4TQe;0;10
T7tgFo54-b1SA;21;50000;Alugada;0.0;RrRtLsgT-nrYC;Pessoal;B;12000;11.71;0;0.24;j5FvhLqQ-UUSi;0;3
R8M2td98-yeH8;33;40000;Alugada;0.0;Hi8iu2ew-LFSB;Pagamento de débitos;A;6000;7.51;0;0.15;dJNwZShz-tvas;0;6
RWH6qQwd-p3WY;29;105000;Hipotecada;13.0;3AWs2Eo3-GIwg;Pagamento de débitos;B;17000;10.25;0;0.16;Krx5Ct77-H5az;0;10
qfJM40S1-dYHU;62;60000;Hipotecada;5.0;UYZ17LUY-SKQ9;Pessoal;A;16000;8.9;0;0.27;KDeoZlPY-64b2;0;19
zcZeN2o1-phrL;21;45000;Alugada;3.0;ctbvDDqm-a7e4;Educativo;B;10000;10.25;0;0.22;HfPysMp6-fSGo;0;2
mUumgbZ4-L3gH;28;60000;Hipotecada;0.0;zsXuroHQ-5vlU;Melhora do lar;A;7500;5.79;0;0.13;LotmyUwI-uRvv;0;8
sXKp7Ph8-09qp;23;84000;Hipotecada;7.0;m8RDF8Ac-NbOI;Empreendimento;B;25000;12.53;0;0.3;e0Uz2uBC-OgMc;0;2
jKhWE0wQ-HT1R;27;100000;Alugada;9.0;pmz9Tivu-0v7w;Médico;B;20000;12.69;0;0.2;W4yEOop1-0zCB;0;5
sNrZg2p1-4jnf;35;56000;Alugada;5.0;srYP0Itj-pncj;Educativo;B;10000;12.42;0;0.18;GU4NaR31-gJPK;0;5
nsTljDou-mvdi;28;61350;Alugada;12.0;5vBOEjBj-mYCq;Pagamento de débitos;C;7000;12.98;1;0.11;Ztlym970-MnY4;1;8
hJL7jshj-RXs4;25;28500;Alugada;0.0;ArnRXUTn-Cp9s;Médico;B;8500;11.14;0;0.3;Eq1kDp4Q-jS1N;0;3
pqKhJblB-fnAr;26;38832;Alugada;0.0;Yl2Y18PN-yAiC;Pagamento de débitos;B;10000;10.37;0;0.26;imPE4OQ1-bftl;0;2
KNa1PRqi-SSO7;37;55000;Alugada;19.0;UmHxafKA-iEEg;Pagamento de débitos;B;30000;9.91;1;0.55;Fm0Kf6lw-au08;0;15
k5SQwikK-OO3Q;28;55000;Alugada;6.0;NmzRwrDc-6Nfb;Médico;C;12000;14.27;0;0.22;YpuTDOhr-LIg5;1;10
QZrR9ALv-54Kl;27;85000;Hipotecada;7.0;oGaGFgbA-x0ty;Educativo;C;10400;13.16;0;0.12;MA3RBurQ-k3lD;1;6
iDog39su-Kk3o;24;70000;Alugada;1.0;k5BFeUiO-aymN;Empreendimento;B;12000;11.58;0;0.17;yKTZJdbD-wUE4;0;3
5QGZjIDz-OObI;32;53000;Hipotecada;1.0;lW2fk4uy-MxQ9;Educativo;C;6800;12.84;0;0.13;7EzUNSD8-YCFK;1;7
ev5zRAMj-935s;27;40000;Alugada;1.0;ZL8bMKTC-QZsq;Empreendimento;C;13000;13.48;1;0.33;NDfpusLC-GM3v;0;7
WnCTP02A-GYbb;26;48500;Hipotecada;9.0;NulpfmU7-JTF5;Melhora do lar;A;13000;7.29;0;0.27;CFegE1r1-oeni;0;3
1Zojn5f8-Cetj;21;36000;Alugada;0.0;3EqyLkHJ-75ws;Educativo;B;1500;10.37;0;0.04;NPKZ5Uuc-vQtv;0;4
kYbi6EQr-MaZ7;22;36750;Alugada;6.0;92ltj9MD-6Hoi;Educativo;D;7500;14.84;0;0.2;GyZP9z5U-srQI;0;3
WM60zmBv-4wmS;27;42000;Alugada;3.0;h2LOmAvp-2pBF;Empreendimento;A;2400;6.54;0;0.06;CcWtHSpb-qP6r;0;10
279Zn4f7-DzBK;41;62500;Hipotecada;17.0;EG3h2AMb-PA1B;Melhora do lar;A;5000;8.49;0;0.08;TS3RsLIU-Ch7O;0;15
WL4QEhlA-nETn;32;40320;Alugada;4.0;9gDJd5MH-aLza;Médico;C;8700;12.61;0;0.22;LFYjYKzW-FSRH;1;5
NUGYPHcf-GYNc;24;98000;Alugada;4.0;SbIm8IzN-rprf;Educativo;C;14000;14.26;1;0.14;DbkrPZoh-0XnF;0;3
CBXl1i3r-Njfe;36;103000;Alugada;6.0;hIrqFIwZ-XAtB;Empreendimento;C;25000;12.53;1;0.24;2Dcs5XB3-0uQe;1;15
egcsNkGU-6hnz;24;65000;Alugada;6.0;S85ybgCA-WZws;Melhora do lar;B;32500;9.99;1;0.5;7nbJAZGi-i3uz;0;3
Y3Io9p79-jUmH;22;90000;Alugada;4.0;eU8KspTT-gKDI;Educativo;D;5000;14.96;0;0.06;yR3RShOT-wu2p;1;4
nDvSBzOA-fSHi;23;46500;Alugada;0.0;Jd5FzcH4-PjpG;Pessoal;C;10000;14.26;1;0.22;S0vATWsX-EXaD;1;3
uSO8BWAk-ZWsX;32;66000;Alugada;1.0;PuMPEvy3-RXsY;Melhora do lar;A;8000;7.29;0;0.12;5JYyxCWK-CO1Q;0;10
oQyumKF2-388m;26;39000;Alugada;2.0;XQp4zIJY-N3Qp;Educativo;A;8000;6.62;0;0.21;DSjqjdi8-F6ph;0;2
ULiSSCPc-25g4;27;36000;Alugada;7.0;TPzM0jth-EdNI;Educativo;D;16000;15.7;1;0.44;XtShF7A6-ZaSL;0;9
JB9Rshiv-dQIj;21;35000;Própria;5.0;iZ2bgu3b-2r07;Empreendimento;A;4000;7.29;0;0.11;h2TkvsIr-bwlJ;0;2
JehtXPLY-Mkih;28;178000;Alugada;5.0;AUPSrdXy-4Wx4;Educativo;D;25000;14.46;1;0.14;lSrq05wP-Cj0N;1;7
oebkHpTg-C3d3;27;40800;Hipotecada;4.0;AnuhF8na-Ces1;Educativo;B;6000;11.49;0;0.15;vUEURaxb-7m8f;0;10
HClyI7cL-tQRl;25;99600;Hipotecada;1.0;FiJbD5pW-XHbe;Melhora do lar;B;12800;12.42;0;0.13;6yW04Y0b-5ijI;0;4
hWtWd5EY-cILg;23;56928;Alugada;3.0;kt5wqc0D-rIS5;Pessoal;B;4800;10.38;0;0.08;8tYlTJrw-lgoq;0;3
HK8DoMEy-oQPx;29;28114;Alugada;0.0;zHxWvDHG-MkwY;Pagamento de débitos;B;8800;10.0;1;0.31;rHtPWR97-2W9m;0;10
yDqO4Dbf-z3Ir;24;45000;Hipotecada;6.0;7XcaKoYF-NssC;Melhora do lar;A;4075;5.42;0;0.09;IrrqSk31-5KYf;0;3
TvFLlPq4-d6Ut;38;47000;Hipotecada;5.0;tIhAcJpJ-TrR1;Pagamento de débitos;A;11000;8.9;0;0.23;KGYuwe7D-gzzC;0;16
f8xwDAfD-xGhK;27;36000;Alugada;11.0;cBHgme0O-wPDe;Empreendimento;A;4500;7.49;0;0.13;0Lexm6t1-ND6k;0;5
ruFQPjYy-3kGh;31;96000;Própria;3.0;Z9jTnATA-u55X;Empreendimento;B;10000;9.99;0;0.1;2yn672i2-MO6j;0;5
tgINsvzX-ZvMX;27;59000;Hipotecada;3.0;BGbSuuEq-79zT;Médico;B;6000;11.83;0;0.1;ujYB67mI-6g7l;0;5
KSXRznfN-Uml6;24;43300;Hipotecada;2.0;i8hgSC8W-Edob;Pagamento de débitos;B;24000;10.62;0;0.55;CImHSm6c-PulC;0;2
saaeW2v6-a9mi;25;108960;Hipotecada;0.0;lQCKAFkh-STdW;Pessoal;C;10000;13.57;0;0.09;HwNrdKmK-3XY0;0;3
IKm6orWx-l9kN;21;11000;Hipotecada;3.0;ibHirZXs-ODp5;Empreendimento;E;4575;17.74;1;0.42;pgGchgse-oPGo;1;3
FmXNlTcr-Xa9f;28;62040;Alugada;0.0;K3SGNlvc-YieO;Pagamento de débitos;C;13400;13.06;0;0.22;w17uL2hB-kA2z;1;6
bq1jBzhz-FMaj;22;31000;Alugada;4.0;Nk0HOGx3-lvY9;Empreendimento;B;3600;12.69;0;0.12;EwYvu97u-fTLy;0;3
tjprCvuK-wNje;23;84000;Hipotecada;7.0;hfFAp2wb-1oN8;Educativo;B;23000;11.99;0;0.27;23mlkwf2-ufKU;0;2
yHdY0a31-2xAF;34;42240;Alugada;3.0;t3p76MkC-OsJZ;Pessoal;C;8775;13.06;0;0.21;XCpeQFyf-4LtS;1;6
5cun1OgX-fYKi;28;60000;Hipotecada;0.0;wfbIjLIC-TBBd;Pagamento de débitos;A;16000;6.54;0;0.27;Y6L38LKp-aBl6;0;6
wcZaL1CD-QC0A;27;14400;Alugada;3.0;bortZX8p-qQ1X;Educativo;F;2500;18.3;1;0.17;uljlwh2E-iL9m;0;7
cQOSY7KA-KOiG;28;68900;Hipotecada;1.0;50WiCGao-3DlR;Pessoal;E;18000;17.39;1;0.26;Y3ax7jZw-F1wt;0;7
1sPDO4Wp-iuA5;33;42996;Alugada;2.0;Dogopik6-npOn;Empreendimento;A;8200;7.88;0;0.19;aCnMasQy-jt4S;0;9
msqpZ9ht-FIC0;23;65100;Hipotecada;1.0;G1pUezgw-3WUy;Médico;C;9000;14.79;0;0.14;Q1i5xoK8-9SHO;1;4
18UJRYaa-ZMs6;22;64312;Hipotecada;4.0;oSUPE75N-HwUi;Empreendimento;D;5000;14.91;0;0.08;UfosSYa8-hY8Q;1;4
rR1LkTBY-tJwk;27;56004;Hipotecada;4.0;hmTwpQph-zrWg;Pessoal;A;3100;9.32;0;0.06;qOs7z1S2-49JH;0;7
cXi4N2LT-3Zsb;30;50000;Alugada;2.0;QNxHcCKe-eSAW;Empreendimento;B;6400;11.71;0;0.13;TOMNueT8-6Qbb;0;6
zLmbyEKZ-lk88;25;200000;Hipotecada;2.0;ScjsRSHp-Lo2G;Empreendimento;B;12000;10.38;0;0.06;3HxT84nl-ErTe;0;2
OWgLkFH6-7NFa;27;39996;Própria;1.0;gGEUf52Q-FZzJ;Melhora do lar;B;8000;12.53;0;0.2;Hap9scD6-TZeL;0;5
he9oUx1Z-k4jS;24;41000;Alugada;3.0;0YWxBlAd-dnCE;Educativo;B;7200;12.53;0;0.18;KUCTFAY7-jXgW;0;2
